Mode,Start_Time,Animal,Weight,Unit
1,2026-06-12 16:46:04.157704,1218496122,0,2
1,2026-06-12 16:46:04.157704,1218496122,10.145,2
OPEN,2026-06-12 16:46:44.158371,0,0
1,2026-06-12 16:49:44.165202,12186133157,0,1
1,2026-06-12 16:49:44.165202,12186133157,21.009999999999998,1
1,2026-06-12 16:50:01.207230,1218496122,0,2
start Lindzey,2026-06-12 16:50:05.050597,0,0
1,2026-06-12 16:50:01.207230,1218496122,10.25,2
2,2026-06-12 16:50:12.939817,12186133157,0,1
End Lindzey,2026-06-12 16:50:42.942398,0,0
OPEN,2026-06-12 16:50:52.942810,0,0
1,2026-06-12 16:52:07.033682,121859271,0,1
2,2026-06-12 16:52:11.081148,121859271,0,1
2,2026-06-12 16:52:11.081148,121859271,21.335,1
3,2026-06-12 16:52:32.463194,121859271,0,1
OPEN,2026-06-12 16:52:47.034337,0,0
