Mode,Start_Time,Animal,Weight,Unit
OPEN,2026-06-10 07:01:42.168741,0,0
1,2026-06-10 07:04:06.179320,12186133157,0,1
1,2026-06-10 07:04:06.179320,12186133157,23.005000000000003,1
OPEN,2026-06-10 07:04:46.179959,0,0
1,2026-06-10 07:04:47.947050,12186133157,0,2
1,2026-06-10 07:04:47.947050,12186133157,19.77,2
OPEN,2026-06-10 07:05:27.949872,0,0
1,2026-06-10 07:05:34.950320,12186133157,0,1
1,2026-06-10 07:05:34.950320,12186133157,0,1
2,2026-06-10 07:05:41.914815,12186133157,0,1
3,2026-06-10 07:05:52.791482,12186133157,0,1
OPEN,2026-06-10 07:06:14.950954,0,0
1,2026-06-10 07:06:16.085637,12186133157,0,2
1,2026-06-10 07:06:16.085637,12186133157,22.51,2
2,2026-06-10 07:06:34.214007,12186133157,0,2
999,2026-06-10 07:06:36.740401,1102000232,999,2
3,2026-06-10 07:06:36.745989,12186133157,0,2
1,2026-06-10 07:06:50.351292,12186133157,0,1
1,2026-06-10 07:06:50.351292,12186133157,19.005000000000003,1
solo,2026-06-10 07:06:54.425148,0,0
OPEN,2026-06-10 07:07:34.425776,0,0
1,2026-06-10 07:08:50.027148,12186133157,0,1
1,2026-06-10 07:08:50.027148,12186133157,23.035,1
2,2026-06-10 07:08:59.228415,12186133157,0,1
1,2026-06-10 07:09:08.206596,12186133157,0,2
1,2026-06-10 07:09:08.206596,12186133157,22.55,2
OPEN,2026-06-10 07:09:48.207228,0,0
1,2026-06-10 07:14:39.109835,12186133157,0,2
1,2026-06-10 07:14:39.109835,12186133157,22.58,2
1,2026-06-10 07:14:49.759175,12186133157,0,1
solo,2026-06-10 07:14:50.571734,0,0
1,2026-06-10 07:14:49.759175,12186133157,22.835,1
2,2026-06-10 07:14:54.211619,12186133157,0,1
3,2026-06-10 07:14:58.478431,12186133157,0,1
4,2026-06-10 07:15:01.167325,12186133157,0,1
999,2026-06-10 07:15:05.416470,1102000232,999,1
5,2026-06-10 07:15:05.421453,12186133157,0,1
6,2026-06-10 07:15:07.172828,12186133157,0,1
7,2026-06-10 07:15:18.443988,12186133157,0,1
OPEN,2026-06-10 07:15:58.446970,0,0
1,2026-06-10 07:21:34.191203,1218496122,0,1
1,2026-06-10 07:21:34.191203,1218496122,22.950000000000003,1
1,2026-06-10 07:21:41.508607,1218496122,0,2
1,2026-06-10 07:21:41.508607,1218496122,14.24,2
OPEN,2026-06-10 07:22:21.509349,0,0
1,2026-06-10 07:27:03.739752,1218496122,0,2
1,2026-06-10 07:27:06.576087,1218496122,0,1
1,2026-06-10 07:27:03.739752,1218496122,15.7,2
1,2026-06-10 07:27:06.576087,1218496122,20.54,1
OPEN,2026-06-10 07:27:46.576835,0,0
1,2026-06-10 07:49:59.522224,1218496122,0,1
1,2026-06-10 07:49:59.522224,1218496122,22.795,1
1,2026-06-10 07:50:19.135353,1218496122,0,2
solo,2026-06-10 07:50:19.341096,0,0
1,2026-06-10 07:50:19.135353,1218496122,22.34,2
OPEN,2026-06-10 07:50:59.341927,0,0
1,2026-06-10 07:53:12.129324,1218496122,0,2
1,2026-06-10 07:53:12.129324,1218496122,20.615000000000002,2
1,2026-06-10 07:53:20.594323,1218496122,0,1
1,2026-06-10 07:53:20.594323,1218496122,19.2,1
solo,2026-06-10 07:53:24.760343,0,0
OPEN,2026-06-10 07:54:04.761128,0,0
1,2026-06-10 08:00:54.293415,121859271,0,1
1,2026-06-10 08:00:54.293415,121859271,23.405,1
1,2026-06-10 08:01:02.604795,121859271,0,2
1,2026-06-10 08:01:02.604795,121859271,21.77,2
OPEN,2026-06-10 08:01:42.605500,0,0
1,2026-06-10 08:04:24.605980,1218496122,0,1
1,2026-06-10 08:04:24.605980,1218496122,23.490000000000002,1
1,2026-06-10 08:04:32.026119,1218496122,0,2
solo,2026-06-10 08:04:32.230673,0,0
1,2026-06-10 08:04:32.026119,1218496122,17.1,2
OPEN,2026-06-10 08:05:12.231370,0,0
1,2026-06-10 08:07:41.968918,1218496122,0,2
1,2026-06-10 08:07:44.805146,1218496122,0,1
1,2026-06-10 08:07:41.968918,1218496122,20.17,2
1,2026-06-10 08:07:44.805146,1218496122,19.93,1
solo,2026-06-10 08:07:50.116478,0,0
OPEN,2026-06-10 08:08:30.117672,0,0
1,2026-06-10 08:08:31.569803,1218496122,0,2
1,2026-06-10 08:08:31.569803,1218496122,18.085,2
OPEN,2026-06-10 08:09:11.570233,0,0
1,2026-06-10 08:10:29.888885,121859271,0,2
1,2026-06-10 08:10:29.888885,121859271,22.76,2
1,2026-06-10 08:10:36.238066,121859271,0,1
1,2026-06-10 08:10:36.238066,121859271,22.33,1
2,2026-06-10 08:11:05.180514,1218496122,0,2
2,2026-06-10 08:11:07.503514,1218496122,0,1
followerA,2026-06-10 08:11:07.506082,0,0
OPEN,2026-06-10 08:11:47.506609,0,0
