Mode,Start_Time,Animal,Weight,Unit
1,2026-06-22 00:37:33.958673,1218496122,0,2
solo,2026-06-22 00:37:34.162995,0,0
2,2026-06-22 00:37:36.996247,1218496122,0,2
2,2026-06-22 00:37:36.996247,1218496122,0,2
3,2026-06-22 00:37:39.286505,1218496122,0,2
OPEN,2026-06-22 00:38:19.288824,0,0
1,2026-06-22 00:38:23.482604,1218496122,0,1
2,2026-06-22 00:38:25.506003,1218496122,0,1
2,2026-06-22 00:38:25.506003,1218496122,24.38,1
OPEN,2026-06-22 00:39:03.483241,0,0
1,2026-06-22 00:39:08.351018,1218496122,0,1
1,2026-06-22 00:39:08.351018,1218496122,24.34,1
1,2026-06-22 00:39:18.887592,1218496122,0,2
solo,2026-06-22 00:39:19.091834,0,0
2,2026-06-22 00:39:20.918831,1218496122,0,2
2,2026-06-22 00:39:20.918831,1218496122,0,2
3,2026-06-22 00:39:25.366954,1218496122,0,2
OPEN,2026-06-22 00:40:05.369343,0,0
1,2026-06-22 00:40:12.819049,1218496122,0,2
1,2026-06-22 00:40:12.819049,1218496122,24.18,2
1,2026-06-22 00:40:41.493289,1218496122,0,1
solo,2026-06-22 00:40:41.697932,0,0
1,2026-06-22 00:40:41.493289,1218496122,0,1
2,2026-06-22 00:40:46.665626,1218496122,0,1
2,2026-06-22 00:40:57.274519,12186133157,0,2
3,2026-06-22 00:41:10.562593,12186133157,0,1
OPEN,2026-06-22 00:41:50.565787,0,0
1,2026-06-22 00:43:27.953732,1218496122,0,1
1,2026-06-22 00:43:27.953732,1218496122,24.33,1
1,2026-06-22 00:43:46.030508,1218496122,0,2
solo,2026-06-22 00:43:46.234901,0,0
1,2026-06-22 00:43:46.030508,1218496122,0,2
2,2026-06-22 00:43:50.345447,1218496122,0,2
OPEN,2026-06-22 00:44:30.348034,0,0
1,2026-06-22 00:45:47.370828,1218496122,0,2
1,2026-06-22 00:45:47.370828,1218496122,24.595,2
1,2026-06-22 00:46:01.014562,1218496122,0,1
solo,2026-06-22 00:46:01.219118,0,0
2,2026-06-22 00:46:03.645912,1218496122,0,1
2,2026-06-22 00:46:03.645912,1218496122,22.77,1
OPEN,2026-06-22 00:46:43.648520,0,0
1,2026-06-22 00:46:46.283995,121839170,0,1
1,2026-06-22 00:46:46.283995,121839170,25.45,1
OPEN,2026-06-22 00:47:26.284745,0,0
1,2026-06-22 00:47:46.838469,1218496122,0,1
1,2026-06-22 00:47:46.838469,1218496122,24.39,1
1,2026-06-22 00:47:58.614029,1218496122,0,2
solo,2026-06-22 00:47:58.818862,0,0
2,2026-06-22 00:48:00.847455,1218496122,0,2
2,2026-06-22 00:48:00.847455,1218496122,0,2
999,2026-06-22 00:48:03.350724,1102000232,999,2
3,2026-06-22 00:48:03.356009,1218496122,0,2
OPEN,2026-06-22 00:48:43.358743,0,0
1,2026-06-22 00:48:48.789894,121836132,0,1
1,2026-06-22 00:48:48.789894,121836132,23.76,1
1,2026-06-22 00:49:03.580703,121836132,0,2
solo,2026-06-22 00:49:03.784916,0,0
1,2026-06-22 00:49:03.580703,121836132,23.53,2
OPEN,2026-06-22 00:49:43.785732,0,0
1,2026-06-22 00:52:14.059076,1218496122,0,2
1,2026-06-22 00:52:14.059076,1218496122,24.345,2
1,2026-06-22 00:52:23.771292,1218496122,0,1
solo,2026-06-22 00:52:23.975220,0,0
1,2026-06-22 00:52:23.771292,1218496122,23.69,1
OPEN,2026-06-22 00:53:03.976010,0,0
1,2026-06-22 00:54:43.619932,121839170,0,1
1,2026-06-22 00:54:43.619932,121839170,26.375,1
2,2026-06-22 00:54:48.155360,121839170,0,1
1,2026-06-22 00:54:58.826828,121839170,0,2
solo,2026-06-22 00:54:59.032437,0,0
1,2026-06-22 00:54:58.826828,121839170,26.59,2
OPEN,2026-06-22 00:55:39.033132,0,0
1,2026-06-22 00:55:54.948222,121836132,0,2
1,2026-06-22 00:55:54.948222,121836132,23.92,2
1,2026-06-22 00:56:04.190015,121836132,0,1
solo,2026-06-22 00:56:04.395790,0,0
2,2026-06-22 00:56:08.240976,121836132,0,1
2,2026-06-22 00:56:08.240976,121836132,22.965,1
OPEN,2026-06-22 00:56:48.243783,0,0
1,2026-06-22 00:57:17.596715,121859271,0,1
1,2026-06-22 00:57:17.596715,121859271,25.52,1
1,2026-06-22 00:57:31.700690,121859271,0,2
solo,2026-06-22 00:57:31.904987,0,0
1,2026-06-22 00:57:31.700690,121859271,25.44,2
OPEN,2026-06-22 00:58:11.905765,0,0
1,2026-06-22 01:01:19.664933,12186133157,0,1
1,2026-06-22 01:01:19.664933,12186133157,25.21,1
999,2026-06-22 01:01:24.848347,1102000232,999,1
2,2026-06-22 01:01:24.854512,1218496122,0,1
followerA,2026-06-22 01:01:24.857822,0,0
sequence,2026-06-22 01:01:25.562007,0,0
1,2026-06-22 01:01:33.722279,12186133157,0,2
2,2026-06-22 01:01:36.758215,1218496122,0,2
2,2026-06-22 01:01:36.758215,1218496122,25.9,2
3,2026-06-22 01:01:38.407605,1218496122,0,2
OPEN,2026-06-22 01:02:18.409907,0,0
1,2026-06-22 01:02:23.663420,121839170,0,2
1,2026-06-22 01:02:23.663420,121839170,26.025,2
1,2026-06-22 01:02:34.862978,121839170,0,1
solo,2026-06-22 01:02:35.068379,0,0
1,2026-06-22 01:02:34.862978,121839170,25.605,1
OPEN,2026-06-22 01:03:15.069188,0,0
1,2026-06-22 01:03:28.825939,1218496122,0,2
1,2026-06-22 01:03:28.825939,1218496122,25.195,2
1,2026-06-22 01:03:42.962988,1218496122,0,1
solo,2026-06-22 01:03:43.166976,0,0
1,2026-06-22 01:03:42.962988,1218496122,23.63,1
OPEN,2026-06-22 01:04:23.167692,0,0
1,2026-06-22 01:04:52.791541,1218496122,0,1
1,2026-06-22 01:04:52.791541,1218496122,24.19,1
1,2026-06-22 01:05:06.433653,1218496122,0,2
solo,2026-06-22 01:05:06.638301,0,0
2,2026-06-22 01:05:08.665204,1218496122,0,2
2,2026-06-22 01:05:08.665204,1218496122,0,2
OPEN,2026-06-22 01:05:48.667479,0,0
1,2026-06-22 01:08:24.105387,121859271,0,2
1,2026-06-22 01:08:24.105387,121859271,24.64,2
1,2026-06-22 01:08:40.231728,121859271,0,1
solo,2026-06-22 01:08:40.435950,0,0
1,2026-06-22 01:08:40.231728,121859271,25.32,1
OPEN,2026-06-22 01:09:20.436804,0,0
1,2026-06-22 01:13:31.350535,12186133157,0,2
1,2026-06-22 01:13:34.993380,121839170,0,1
start Lindzey,2026-06-22 01:13:35.399345,0,0
1,2026-06-22 01:13:31.350535,12186133157,26.2,2
1,2026-06-22 01:13:34.993380,121839170,25.535,1
2,2026-06-22 01:13:42.582153,121839170,0,1
3,2026-06-22 01:13:46.687198,12186133157,0,1
End Lindzey,2026-06-22 01:14:16.689620,0,0
OPEN,2026-06-22 01:14:26.689979,0,0
1,2026-06-22 01:18:31.838929,1218496122,0,2
1,2026-06-22 01:18:31.838929,1218496122,25.195,2
1,2026-06-22 01:18:40.972281,1218496122,0,1
solo,2026-06-22 01:18:41.177506,0,0
1,2026-06-22 01:18:40.972281,1218496122,24.415,1
OPEN,2026-06-22 01:19:21.178159,0,0
1,2026-06-22 01:21:17.584938,121839170,0,1
1,2026-06-22 01:21:17.584938,121839170,25.99,1
1,2026-06-22 01:21:26.715328,121839170,0,2
solo,2026-06-22 01:21:26.919744,0,0
1,2026-06-22 01:21:26.715328,121839170,27.37,2
OPEN,2026-06-22 01:22:06.920560,0,0
1,2026-06-22 01:27:56.705516,121859271,0,1
1,2026-06-22 01:27:56.705516,121859271,25.68,1
1,2026-06-22 01:28:19.582598,121859271,0,2
solo,2026-06-22 01:28:19.785826,0,0
1,2026-06-22 01:28:19.582598,121859271,25.925,2
OPEN,2026-06-22 01:28:59.786535,0,0
1,2026-06-22 01:31:46.033351,121839170,0,2
1,2026-06-22 01:31:46.033351,121839170,25.895000000000003,2
1,2026-06-22 01:31:58.485735,121839170,0,1
solo,2026-06-22 01:31:58.690748,0,0
1,2026-06-22 01:31:58.485735,121839170,26.395,1
OPEN,2026-06-22 01:32:38.691534,0,0
1,2026-06-22 01:44:22.148189,121859271,0,2
1,2026-06-22 01:44:22.148189,121859271,26.46,2
1,2026-06-22 01:44:34.830313,121859271,0,1
solo,2026-06-22 01:44:35.034672,0,0
1,2026-06-22 01:44:34.830313,121859271,25.33,1
OPEN,2026-06-22 01:45:15.035426,0,0
1,2026-06-22 01:45:19.707822,12186133157,0,1
1,2026-06-22 01:45:19.707822,12186133157,15.96,1
OPEN,2026-06-22 01:45:59.708505,0,0
1,2026-06-22 01:49:09.247050,121839170,0,1
1,2026-06-22 01:49:09.247050,121839170,26.155,1
999,2026-06-22 01:49:18.753391,1102000232,999,2
1,2026-06-22 01:49:18.758542,121839170,0,2
solo,2026-06-22 01:49:18.962405,0,0
1,2026-06-22 01:49:18.758542,121839170,26.58,2
OPEN,2026-06-22 01:49:58.963268,0,0
1,2026-06-22 02:07:52.419430,121839170,0,2
1,2026-06-22 02:07:52.419430,121839170,24.384999999999998,2
1,2026-06-22 02:08:03.982625,121839170,0,1
solo,2026-06-22 02:08:04.187700,0,0
1,2026-06-22 02:08:03.982625,121839170,26.375,1
OPEN,2026-06-22 02:08:44.188559,0,0
1,2026-06-22 04:06:19.009660,121836132,0,1
1,2026-06-22 04:06:19.009660,121836132,21.95,1
1,2026-06-22 04:06:28.419411,121836132,0,2
solo,2026-06-22 04:06:28.623553,0,0
1,2026-06-22 04:06:28.419411,121836132,23.94,2
OPEN,2026-06-22 04:07:08.624314,0,0
1,2026-06-22 04:07:13.664401,12186133157,0,2
1,2026-06-22 04:07:13.664401,12186133157,26.37,2
OPEN,2026-06-22 04:07:53.665543,0,0
1,2026-06-22 04:12:51.092493,121839170,0,1
2,2026-06-22 04:12:54.132319,121839170,0,1
2,2026-06-22 04:12:54.132319,121839170,25.71,1
1,2026-06-22 04:13:03.433276,121839170,0,2
solo,2026-06-22 04:13:03.638402,0,0
1,2026-06-22 04:13:03.433276,121839170,26.705,2
OPEN,2026-06-22 04:13:43.639115,0,0
1,2026-06-22 04:27:53.383598,12186133157,0,2
1,2026-06-22 04:27:53.383598,12186133157,25.66,2
2,2026-06-22 04:28:06.075499,121839170,0,2
1,2026-06-22 04:28:08.132243,12186133157,0,1
sequence,2026-06-22 04:28:08.335870,0,0
1,2026-06-22 04:28:08.132243,12186133157,25.64,1
2,2026-06-22 04:28:13.441177,121839170,0,1
OPEN,2026-06-22 04:28:53.443792,0,0
1,2026-06-22 05:49:25.810200,121859271,0,1
1,2026-06-22 05:49:25.810200,121859271,25.21,1
1,2026-06-22 05:49:39.523523,121859271,0,2
solo,2026-06-22 05:49:39.727257,0,0
1,2026-06-22 05:49:39.523523,121859271,25.975,2
OPEN,2026-06-22 05:50:19.728046,0,0
1,2026-06-22 05:52:13.459122,121859271,0,2
1,2026-06-22 05:52:13.459122,121859271,23.66,2
1,2026-06-22 05:52:30.882533,121859271,0,1
solo,2026-06-22 05:52:31.087371,0,0
1,2026-06-22 05:52:30.882533,121859271,25.049999999999997,1
OPEN,2026-06-22 05:53:11.088447,0,0
1,2026-06-22 06:04:49.990460,1218496122,0,1
1,2026-06-22 06:04:49.990460,1218496122,23.96,1
1,2026-06-22 06:04:57.826502,1218496122,0,2
solo,2026-06-22 06:04:58.030306,0,0
1,2026-06-22 06:04:57.826502,1218496122,24.25,2
OPEN,2026-06-22 06:05:38.031133,0,0
1,2026-06-22 06:11:10.451518,1218496122,0,2
1,2026-06-22 06:11:10.451518,1218496122,24.175,2
1,2026-06-22 06:11:18.619456,1218496122,0,1
solo,2026-06-22 06:11:18.823967,0,0
1,2026-06-22 06:11:18.619456,1218496122,23.55,1
OPEN,2026-06-22 06:11:58.824823,0,0
1,2026-06-22 06:12:18.314155,121859271,0,1
1,2026-06-22 06:12:18.314155,121859271,25.23,1
1,2026-06-22 06:12:29.050681,121859271,0,2
solo,2026-06-22 06:12:29.255239,0,0
1,2026-06-22 06:12:29.050681,121859271,25.325,2
OPEN,2026-06-22 06:13:09.256292,0,0
1,2026-06-22 06:21:48.097248,121859271,0,2
1,2026-06-22 06:21:48.097248,121859271,24.91,2
1,2026-06-22 06:22:10.862147,121859271,0,1
solo,2026-06-22 06:22:11.065930,0,0
1,2026-06-22 06:22:10.862147,121859271,25.025,1
OPEN,2026-06-22 06:22:51.066613,0,0
